barcode01_concatenated_racon-11430-8,d__Bacteria;,98.631,1461,10,5,0.0,2532,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-102-109,d__Bacteria;,91.161,1516,117,14,0.0,2083,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
barcode05_concatenated_racon-102-109,d__Bacteria;,90.909,1518,117,16,0.0,2063,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured_bacterium
barcode05_concatenated_racon-102-109,d__Bacteria;,90.615,1513,132,8,0.0,2062,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured_Bacillus
barcode05_concatenated_racon-102-109,d__Bacteria;,90.837,1517,120,15,0.0,2059,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured_Bacillus
barcode05_concatenated_racon-102-109,d__Bacteria;,90.783,1519,119,16,0.0,2056,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__mixed_culture
barcode05_concatenated_racon-102-109,d__Bacteria;,90.777,1518,118,16,0.0,2055,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
barcode05_concatenated_racon-102-109,d__Bacteria;,90.489,1514,134,8,0.0,2055,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
barcode05_concatenated_racon-102-109,d__Bacteria;,90.777,1518,118,16,0.0,2055,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_glycinifermentans
barcode05_concatenated_racon-102-109,d__Bacteria;,90.783,1519,117,17,0.0,2053,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_glycinifermentans
barcode05_concatenated_racon-102-109,d__Bacteria;,90.783,1519,117,17,0.0,2053,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_glycinifermentans
barcode05_concatenated_racon-102-109,d__Bacteria;,90.765,1516,122,15,0.0,2052,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_licheniformis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.705,1517,121,15,0.0,2051,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.705,1517,121,15,0.0,2051,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.699,1516,121,15,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-109,d__Bacteria;,90.711,1518,120,16,0.0,2049,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
barcode05_concatenated_racon-102-36,d__Bacteria;,99.469,941,5,0,0.0,1675,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-102-36,d__Bacteria;,99.674,920,3,0,0.0,1646,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode05_concatenated_racon-102-36,d__Bacteria;,99.457,920,5,0,0.0,1637,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode05_concatenated_racon-102-36,d__Bacteria;,99.457,921,4,1,0.0,1636,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode05_concatenated_racon-102-36,d__Bacteria;,99.023,921,8,1,0.0,1618,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode05_concatenated_racon-102-36,d__Bacteria;,98.043,920,14,4,0.0,1564,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-102-36,d__Bacteria;,96.809,940,28,2,0.0,1553,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode05_concatenated_racon-102-36,d__Bacteria;,97.508,923,20,3,0.0,1551,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode05_concatenated_racon-102-36,d__Bacteria;,97.540,935,7,14,0.0,1535,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode05_concatenated_racon-102-36,d__Bacteria;,96.170,940,36,0,0.0,1534,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode05_concatenated_racon-102-36,d__Bacteria;,96.387,941,30,4,0.0,1530,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-102-36,d__Bacteria;,96.170,940,32,4,0.0,1519,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode05_concatenated_racon-102-36,d__Bacteria;,96.170,940,32,4,0.0,1519,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode05_concatenated_racon-102-36,d__Bacteria;,97.860,888,19,0,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode05_concatenated_racon-102-36,d__Bacteria;,95.970,943,34,4,0.0,1516,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-102-36,d__Bacteria;,96.064,940,33,4,0.0,1515,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode05_concatenated_racon-102-36,d__Bacteria;,96.064,940,33,4,0.0,1515,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode05_concatenated_racon-102-36,d__Bacteria;,95.957,940,34,4,0.0,1510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode05_concatenated_racon-102-36,d__Bacteria;,95.957,940,34,4,0.0,1510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode05_concatenated_racon-102-36,d__Bacteria;,95.957,940,34,4,0.0,1510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode05_concatenated_racon-102-36,d__Bacteria;,95.957,940,34,4,0.0,1510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode05_concatenated_racon-102-36,d__Bacteria;,95.957,940,34,4,0.0,1510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode05_concatenated_racon-102-36,d__Bacteria;,95.957,940,34,4,0.0,1510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.667,1500,0,5,0.0,2665,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.600,1500,1,5,0.0,2661,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.533,1500,2,5,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.533,1500,2,5,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.467,1501,3,5,0.0,2654,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.400,1501,4,5,0.0,2649,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.400,1501,4,5,0.0,2649,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.400,1500,4,5,0.0,2647,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.334,1501,5,5,0.0,2645,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__uncultured_bacterium
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.400,1501,2,7,0.0,2642,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__uncultured_gamma
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.200,1500,7,5,0.0,2634,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.200,1500,7,5,0.0,2634,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.134,1501,8,5,0.0,2631,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.134,1501,8,5,0.0,2631,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.134,1501,8,5,0.0,2631,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.133,1500,8,5,0.0,2629,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.133,1500,7,6,0.0,2626,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.067,1500,9,5,0.0,2625,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.067,1501,8,6,0.0,2623,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.001,1501,10,5,0.0,2622,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.001,1501,10,5,0.0,2622,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.001,1501,10,5,0.0,2622,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1042-18,d__Bacteria;,99.001,1501,10,5,0.0,2622,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-1089-9,d__Bacteria;,98.635,1465,11,7,0.0,2529,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-1089-9,d__Bacteria;,98.546,1444,12,7,0.0,2487,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode05_concatenated_racon-1089-9,d__Bacteria;,98.115,1432,11,9,0.0,2435,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode05_concatenated_racon-1089-9,d__Bacteria;,98.036,1426,18,8,0.0,2420,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode05_concatenated_racon-1089-9,d__Bacteria;,96.858,1464,35,9,0.0,2403,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode05_concatenated_racon-1089-9,d__Bacteria;,98.249,1371,15,7,0.0,2342,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.768,1465,49,11,0.0,2325,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.765,1464,49,11,0.0,2324,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.765,1464,49,11,0.0,2324,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.498,1466,55,8,0.0,2321,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.697,1464,50,11,0.0,2319,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.640,1468,50,12,0.0,2318,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.628,1464,51,11,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.628,1464,51,11,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.628,1464,51,11,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.628,1464,51,11,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.560,1464,53,10,0.0,2314,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.560,1464,52,11,0.0,2310,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.560,1464,52,11,0.0,2310,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.560,1464,52,11,0.0,2310,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.423,1464,56,9,0.0,2308,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.495,1465,53,11,0.0,2307,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode05_concatenated_racon-1089-9,d__Bacteria;,95.492,1464,53,11,0.0,2305,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode05_concatenated_racon-116-128,d__Bacteria;,99.467,1501,6,2,0.0,2664,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.534,1501,3,4,0.0,2662,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.400,1501,7,2,0.0,2660,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.400,1501,7,2,0.0,2660,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.467,1501,4,4,0.0,2657,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.334,1501,8,2,0.0,2655,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__uncultured_bacterium
barcode05_concatenated_racon-116-128,d__Bacteria;,99.400,1501,5,4,0.0,2653,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.400,1501,5,4,0.0,2653,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.334,1501,6,4,0.0,2648,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_vagans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.201,1501,10,2,0.0,2646,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
barcode05_concatenated_racon-116-128,d__Bacteria;,99.267,1500,8,3,0.0,2645,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.134,1501,11,2,0.0,2642,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.201,1501,8,4,0.0,2639,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.201,1501,8,4,0.0,2639,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_agglomerans
barcode05_concatenated_racon-116-128,d__Bacteria;,99.201,1502,6,6,0.0,2634,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__uncultured_gamma
